"","SID31160","SID31300","SID31360","SID31428","SID31537","SID530050","SID530167","SID530251","SID530364","SID530368","SID532779","H1M514901","H1M413802","H1M513803","H1M513804","H1M414905","H1M513606","H1M513807","H1M512808","H1M412809","H1M513810","H1M313811","H1M513912","H1M513813","H1M5XX814","H1M413815","H1M513816","H1F513817","H1F513818","H1M513819","H1M513820","H1M512821","H1M413822","H1M513823","H1M613824","H1M613825","H1M513826","H1M413827","H1M513828","H1M513729","H1M513730","H1M512831","H1M412832","H1M511833","H1M512834","H1M412835","H1M512836","H1M412837","H1M513738","H1F613739","H1M512840","H1M511841","H1M511842","H1M412743","H1M412844","H1M613745","H1F413846","H1M513747","H1M213648","H1M513852","H1M512853","H1M512854","H1M512855","H2M414940","nHM511825","nHM612836","nHM412840","H2M514901","H2M414102","H2M514903","H2M614904","H2M514905","H2M514906","H2M514108","H2M514909","H2F514910","H2M514911","H2M615912","H2M413913","H2M415914","H2M413915","H2MX14816","H2M514917","H2M514818","H2M511919","H2M411920","H2M515921","H2M515822","H2F514923","H2M413924","H2M514925","H2M414926","H2M414927","H2MX14928","H2M614929","H2M514930","H2M414931","H2M614832","H2M513933","H2M513934","H2F413935","H2M513936","H2M513937","H2M513938","H2M513939","H2M514841","H2M614742","H2M514943","H3M415852","H3M515950","H3M516845","H3M615846","H3M615747","H3M515936","H3M515137","H3M515138","H3M414933","H3M515128","H3M515920","H3M515915","H3M515910","H3M415906","H3M515902","H1M412949","H1M612950","H1F512951","H3M515101","H3F416103","H3M516804","H3M516105","H3M515107","H3M518108","H3M516909","H3F516111","H3M518112","H3M516113","H3M516114","H3M518116","H3M415117","H3M516118","H3MX16919","H3M517921","H3M517922","H3M515123","H3M416124","H3M517925","H3M420126","H3M416127","H3M516129","H3M515130","H3M415131","H3M615132","H3M517134","H3M515935","H3M419939","H3M415140","H3M513141","H3M514142","H3M514143","H3M514144","H3M616848","H3M617849","H3M516751","H3M616753","H3M516154","H2M514107","LILT_VF06_16","LILT_VF43_16","LILT_VF84_16","SID21.TO.V.new","SIDVOV108_metag","SIDVOV32_metag","SIDVOV39_metag","SID31021","SID530258","SID530444","SAMEA104142087","SAMEA104142088","SAMEA104142089","SAMEA104142097","SAMEA104142099","SAMEA104142103","SAMEA104142104","SAMEA104142107","SAMEA104142102","SAMEA104142111","SAMEA104142115","SAMEA104142117","SAMEA104142118","SAMEA104142119","SAMEA104142124","SAMEA104142129","SAMEA104142131","SAMEA104142132","SAMEA104142137","SAMEA104142139","SAMEA104142142","SAMEA104142145","SAMEA104142153","SAMEA104142212","SAMEA104142448","SAMEA104142407","SAMEA104142406","SAMEA104142405","SAMEA104142404","SAMEA104142402","SAMEA104142401","SAMEA104142397","SAMEA104142391","SAMEA104142390","SAMEA104142388","SAMEA104142383","SAMEA104142229","SAMEA104142333","SAMEA104142339","SAMEA104142337","SAMEA104142326","SAMEA104142336","SAMEA104142340","SAMEA104142343","SAMEA104142352","SAMEA104142365","SAMEA104142369","CON-041","CON-049","CON-050","CON-051","CON-053","CON-055","CON-079","CON-080","CON-083","CON-088","CON-096","CON-098","NLF015","HD-13","HD-15","HD-19","HD-47","HD-62","HD-82","HV-12","HV-18","HV-2","LILT_VF279_T016","LILT_VF10_T016","CRC_MR_SBJ34H_17","CRC_MR_SBJ60H_17","CRC_MR_SBJ73H_17","CRC_MR_SBJ75H_17","CRC_MR_SBJ77H_17","CRC_MR_SBJ81H_17","YEZ_N-40","YEZ_N-43","YEZ_N-33","SZAXPI003417-4","SZAXPI003419-6","SZAXPI003427-1","SZAXPI003433-7","SZAXPI015231-17","SZAXPI015246-34","SZAXPI015248-36","SZAXPI015250-39","SZAXPI015253-44","SZAXPI015254-45","SZAXPI015255-46","SZAXPI015258-57","SZAXPI015261-75","SZAXPI015264-87","SZAXPI015265-88","SZAXPI015267-102","SZAXPI015270-90","SZAXPI015272-108","SZAXPI017591-140","SZAXPI017592-142","wHAXPI032793-23","wHAXPI032797-27"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens",0,0.09084,0.44034,0,0.16012,0.45906,0.38201,0,0,0.34819,0.57089,0,0.00234,0,0.02625,5.62787,0,9.99408,0,0.02154,0.68025,0.00857,0.60668,0,0,0,0.16452,0.18228,0.40261,0.36365,1.34969,0.01116,0,0,0.0016,0.34821,0,0.01665,0,0.04253,0.04108,0.2481,0,0,0,0.52436,0,0,0,3.80527,0.17349,1.38439,0.00507,0.37567,0,0.00834,0,0.53349,0.03656,0.00791,0.00354,0.34273,0,0,0.00299,0.04065,0,0.08306,0,0.39035,1.91209,0,0,0,0.01497,0.11659,0,0.20066,0.24726,0,0,0.01351,0.57018,0.1487,0,0,0,0,0,0.03717,0,0,0,0,0,0.0045,1.20937,0.00344,0,0.87792,0.08263,0.12333,0,1.42476,0,3.35823,1.43747,0.02672,0,0,0.08305,0,0.0031,0.33314,0.58225,0,0,0.6275,0,0.026,0,0,0.03879,0.03732,0,0.00041,0.01915,0,0.59809,0,0.01274,0,0,0,0,0,0,0,0,0,0.00123,0.00096,0,0,0.01031,2.58631,0.09689,0,0,0,0.06195,39.3626,0,0,0,0.04423,0,0,0.00489,0.00191,0.07149,0.00371,0.26926,0,1.09351,0.16042,0.85249,0,0.29943,0.17911,0.09695,0.40841,0.2508,0.09494,0.02239,0.08068,2.85922,0,1.5544,4.94077,1.68287,9.51154,0.01892,0.00096,1.80431,0.006,2.67796,1.91566,0.03924,0.90101,10.42208,0.30135,0,0.37124,0,6.16211,8.37708,0.10472,0.56528,0.24049,8.59795,5.74915,0,0.0833,1.08836,1.54198,2.4593,10.02383,0.28973,0,2.32517,0,1.23513,3.1238,0.02687,0,8.85844,0,0.83247,11.69192,0,3.25006,3.06173,2.83469,11.53018,0.82586,0,8.69488,0,0,0,2.68675,0,0.02713,3.05219,0,0.12779,5.19564,4.68067,1.79392,1.76911,0.00021,3.55815,6.40215,0.00522,0,0.36111,9.84389,3.52509,1.79052,0.67665,0.5562,0.57133,0.05739,0.00248,0.56433,1.25765,4.18811,0.00403,0.00182,0,0.11297,7.75188,0.0602,0.84435,9.98895,9.52238,5.17177,1.48608,4.77068,0.00015,1.66618,16.59054,5.24667,0.33064,0.72895,0.16677,0.56133
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii",6.97039,1.5203,5.3143,0.33451,8.91676,1.30006,7.56345,0,2.64724,2.96574,0.17209,0,0,0,0,0.01586,0,0.15387,0,0,0,0,0.03844,0,0,0.00921,0.06497,0.00437,0,0.00074,0.00031,0,0,0,0,0,0,0,0,0,0,0.01714,0,0,0,0,0.01172,0,0.01989,0.00951,0.156,0.03949,0,0,0,0,0,0,0.02934,0,0,0,0,0,0.07407,0,0,0,0,0.03562,0.30092,0,0.02773,0,0,0,0,0,0,0,0.00384,0,0.05479,0,0.02242,0.00059,0,0.08187,0,0,0.04219,0,0,0,0.34166,0,0.06396,0.00115,0.03055,0.03671,0,0,0,0.03737,0,0.00979,0.01625,0,0,0.0104,0.0038,0.01662,0.00026,0,0.01807,0,0,0.00179,0,0.00338,0.01067,0.01177,0,0.01669,0,0.01518,0,0.00109,0,0,0,0,0,0.03625,0,0,0.03104,0,0,0.00041,0,0,0.0023,0,0,0.19804,0,0,0,0.00582,0,0.10618,0,0.00598,0,0,0,0,0,0,0.01524,0.00414,0.00719,0,0,0,0.01001,0,0,0.03715,0,0.02137,0.0254,2.99224,1.11188,9.78355,0.02173,0.09807,0.62138,1.19579,0.44863,0.11298,0,0.35461,2.8149,0.04856,0.15891,0.24319,0,0.02286,0.55005,0.03901,0.50132,0.40697,0.21138,0.08737,0.18197,0.05869,0.05277,0.01087,0.09252,1.72448,0.39998,0.11918,0.18473,0.55598,0.02368,0.01804,0.2112,1.53084,0.50098,0.03073,0.29858,0.19733,0.47035,0,0.1241,0,0,0.17952,0.06319,0.33953,0.15738,0.31365,0.17895,0,0,0.12184,0,0,0,0.14908,0.06073,0.46385,0.19589,0.02646,0.21057,0.03325,0.1482,0.18192,0.33758,0.52852,0.20934,0.11147,0.00972,0,0,3.53915,0.52225,0.80899,2.87047,1.52912,0,0,0,0,0.00737,0.05044,0.09476,0.47348,0.09037,0.13709,0.02795,0.30104,0.95989,0,0.17745,0.02442,0.04322,0.04284,0.06579,0.00598,0.1438,0.05434,0.46727,1.78907,0.05962,0.05306
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena",4.84705,1.26219,0.58147,1.64543,0,2.56449,0.51944,0,1.51447,3.62345,0.11902,0,0.00588,0.03655,0.00478,0.24323,0.01004,0.54123,0.0039,0,0.01095,0.00145,0.53939,0,0,0.04941,0.1852,0.02627,0.00784,0.03607,0.02001,0.02994,0,0.00175,0.00628,0,0,0.02055,0.01163,0,0.00712,0.0791,0.01267,0,0.00538,0.00386,0.03245,0,0.05887,0.13346,0.23156,0.03545,0,0.00609,0.00844,0,0,0,0.06531,0,0,0.01988,0.01744,0.01324,0.38838,0,0,0.01071,0,0.07839,0.73665,0,0.02473,0,0.03236,0.00182,0.00429,0,0.03191,0.00187,0.01415,0,0.04623,0.04068,0.43281,0.03439,0,0.14057,0.00313,0,0.16715,0,0.0491,0.00453,0.2022,0,0.05152,0.05374,0.07438,0.00524,0,0.0044,0.05103,0.40539,0.0176,0.01315,0.04953,0,0,0.24053,0.01756,0.1444,0.0656,0.0044,0.11196,0,0.00181,0.03245,0.01704,0.05569,0.07821,0.03495,0.0279,0.07236,0,0.0742,0.01185,0.10404,0.01774,0.0088,0,0.03003,0,0.05178,0.067,0,0,0.06626,0,0.01833,0,0.0344,0.0594,0.01291,0,0.44444,0.00521,0,0.10136,0.1738,0.0203,0.13201,0.03864,0.1676,0.01419,0.02183,0,0.00331,0,0.008,0.12332,0.08669,0.01738,0.00736,0.01685,0,0,0,0.02189,0.83975,0.14618,0.13251,7e-04,1.27708,2.62777,10.99503,0.26857,0.31232,0,0.35471,0.2845,0.14823,0,0.40658,1.29393,1.85671,0.85213,0.72751,0,0.3599,0.2369,0,0,0.96874,1.53322,0,0.3867,0.17468,0.07134,0.0115,0.05518,0.68156,0.27579,0.63357,1.03286,0.44976,0.11247,0.03589,0.16328,0.46152,0.33306,0,1.20394,0.30314,0.06253,0,0.09193,0,0,0.21771,0,0.14951,0.18354,0.14152,0.21534,0,0,0.0891,0,0,0.88564,0.18968,0,0.0645,0.3008,0.04241,0.03548,0.13844,0.12992,0.03014,0.15285,0,0.1957,0,0,0.00069,0.17288,1.01554,4.15118,2.42512,0,0.84037,0,0,0.0063,0,0.07127,0.53508,1.87213,0,0.19083,0.05363,0.38102,1.12771,1.27206,0,0.26784,0.18767,0.39423,0.4811,0.71659,0.08662,0.12055,0.11853,2.14795,0.06278,0.09654,0.04504
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_sp_CAG_528",0,0,0.64698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03289,0,0,0,0,0,0.25545,0,0,0,0,3.24316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale",0,0,8.1411,3.63324,0.07063,6.68307,0.45731,12.328,11.91491,2.3441,4.01733,0.1599,0.3639,0.09978,0.47992,8.20537,0.00619,0.20403,0.0927,0.05293,0.62712,0.08783,2.76728,0.01635,0,0.54205,2.5699,1.37511,1.09324,0.00211,0,0.21987,0,0.0118,0.24133,1.34868,0,0.76997,0.05016,0.08821,1.08461,0.32654,0,0,0.03249,0.20544,0.01138,0.04597,0.22482,3.6834,3.25857,0.85498,0.00204,0.7711,0,0.06481,0.01099,0.44577,0,0.09092,0,3.90342,0.00384,0.04703,0.86911,0.12112,0,0.49846,0,4.94977,0.04742,0,0.03246,0.00204,1.14066,0.15975,0,0.17999,0.69483,0.0727,0.30546,0,6.80082,0,0.07447,1.0586,0.0967,1.85132,0,0.25766,0.26778,0,0,0,16.97725,0,0,0.04394,2.65146,1.10593,0.1402,0.29367,0.05788,3.07239,0,1.06687,0.8101,0.01462,0.01013,0,0.54667,1.94271,0.35184,0.1874,2.51034,0.00279,0.19605,0.15538,0,1.15597,0,0.05959,0.06339,13.01981,0,2.1693,0.0148,1.57122,0,0.01973,0.11712,0.21558,0,0,0,0.01019,0,1.64013,0,1.3691,1.2791,0.74832,0.00918,1.80354,0.02708,0.00689,0.23556,0,1.97692,0.00178,0.90775,3.06153,0.9321,0,0.57748,0,0,0,0.06292,0.02586,0.8487,0.76163,0.49019,0.60845,4.60526,0.5867,0.59719,0.24578,0.69528,0.17426,0.05583,0.02073,2.18226,8.66135,0.02525,0.26412,0.75951,2.62152,0.00333,1.08109,0.90098,0,0,1.64124,3.9975,0.04852,0.47159,1.90279,0,0,0.00271,0,0,3.94033,0,0,0.84503,0.03956,0,0.44779,0,1.1456,0,0,2.78993,7.30486,0,0.02331,12.45428,0.00841,4.21844,0.00097,17.36775,0.84409,0,0,0.5217,0,0,0.85932,0,0,4.18131,0,0.8556,0.00062,0,0.51657,0,0,5.28616,3.84543,0,0,0.82879,0,0.00038,2.31817,0.42704,2.04876,0.02904,0.04519,0.02244,0,0.64588,0,0.09268,0.13575,1.73046,10.96957,0.24013,0.47838,0,0.50477,0.19844,0.51784,2.85693,0,0.04425,0,1.6625,0,1.97375,0.02944,4.42293,0,7.33506,0.40046,0.12224,7.80684,2.69369,0.66096,9.17704,14.09669,21.54092,2.42299,0.09113,0.16612
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris",0,0.27525,0.04625,0.21553,0,0.07453,0,0,2.16547,0.17978,1.3061,0,0,0.03503,0.10998,1.41881,0,0.4011,0,0.0038,0.00024,0,0,0,0,0,0,0.05546,0.00464,0.0037,0,0,0,0,0,0,0.00508,0.00933,0,0,0,0,0,0,0,0,0,0,0,0.17826,0.41434,0.0246,0,0,0,0,0,0,0,0,0,0.0555,0,0,0,0,0,0,0,0.02275,0,0,0.00493,0.00316,0.00072,0,0,0,0.11604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01936,0,0,0,0.17207,0,0,0,0,4.99921,0,0.01028,0.19748,0.00551,0,0,0,0,0.00396,0.03323,0.16364,0,0,0.01597,0,0.00371,0,0,0,0.58316,0,0,0.00364,0,0,0.0085,0,0.00928,0,0,0,0,0,0,0,0.00322,0,0,0,0,0,0.15358,0,0,0,0,0.01812,0.44374,0.54417,0,0,0.01314,0,0,0.00157,0.02834,0.09918,0.08566,0,0.00705,0,0,0.00697,0,0,0.02944,0.06266,0.04662,0.02551,0.00032,1.72196,0,0,0.00363,0,0.69615,0,0.55568,0,0,1.88768,0,0.97142,0.85185,0,2.97326,0,0,0,0,0.44083,0,0.82477,0.03348,0,0.04973,0.20878,0.33612,0,0,2.76956,1.18773,0,0,0.11514,0,0.45782,0,3.01191,0,0,0,0.05312,0,0,0,0,2.72271,0,2.54631,0,0,0,0.05224,0,0,0,0,0,0,0,0.043,0,0.17145,0,0.02239,0.15616,0,0,0.13201,0,0,0.00386,0.24179,0,2.30449,0,0.11223,0,0,0.01876,0,0,0.00515,0,0,0.0919,1.68087,0,0,0.64462,0,0.22108,0.40651,0.18883,0,0,0,0,0,0.57646,4.28129,0.01101,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis",0.02681,0.18447,0.22711,0,0.04118,0.16755,0.37048,0,0.1549,0,0.70526,0.2684,0.83292,1.66567,0.27836,0.40253,0.21562,1.69264,0.06312,0.0562,0.39833,0.25656,0.04478,0.12365,0.03821,1.08882,0.40289,0.65744,0.00644,0.15901,0.02926,0.15016,0.7717,0.04645,0.09697,0.61372,0.16063,1.11222,0.03271,0.10865,0.21627,0.78899,3.20686,0.01031,0,0.01539,0,0.11036,2.08114,0.24333,2.768,0.28127,0.43709,0.00087,0.4675,0.01807,0.66878,0.75687,0,0.01578,0.27138,0.9183,0.37067,0.04138,0.18127,0.13548,0,0.27182,0.30331,0.77855,0.08552,0,2.01676,0.02446,0.2543,0.00936,0.07053,0.03453,0.91682,0.25569,3.87704,0,1.47995,1.88751,0.90571,0.25988,0.10075,0.35235,0.59982,0.0168,3.16784,0.40379,1.00102,0.02695,1.85652,0.94444,0.33186,1.77398,2.26874,0.18654,0.23596,0.0382,0.62296,0.28597,0.32256,2.89606,0.02782,0.0126,0.02847,0.97229,0.28798,3.61328,0.05305,0.10047,0.5967,0.03618,0.13574,0.1081,0.53695,0.35494,0.03798,0.02963,0.09564,2.25963,0,0.23693,0.05697,2.42875,0.80902,0.22377,0.00288,0.41089,4.29168,1.63439,1.45759,0.06783,3.20771,0,5.44542,0.50374,0.92106,0.14394,0.07511,0.11865,0.05496,0,0.0493,0.07282,1.12137,1.82491,0.66139,0.0416,1.53388,0.65781,0.59885,0.58355,3.64011,0,0.032,0.47059,0.29364,0.13885,0.54757,0.14378,0.80722,0.70951,0.83267,0.51127,0.10092,0.02323,4.09934,0.7673,0.10331,0,0.0646,0,2.66772,0.01827,0,0.39204,0.45669,0.47654,1.19089,3.74505,0.19789,2.37267,1.02035,0.44732,0.21683,1.02979,0.59386,1.22382,0.0713,1.49573,0.67859,0.46946,0.05452,0.13011,8.04968,0.08302,0.84504,0.51957,0.6112,1.26284,0.72274,0.56465,0.22526,0.10733,0.08372,3.27419,1.31799,0.63421,1.09294,0.59407,6.25871,1.10485,1.28181,0,15.06246,2.27686,2.66409,1.36436,0.73283,1.35369,2.29055,15.09456,0,1.27598,1.10519,0.97942,2.27414,0.73786,2.73344,6.22689,0.59462,1.03917,0.61758,0.24065,2.16669,0.36091,0.63336,1.63431,2.01733,0.88442,0.18134,1.85244,0.33261,0.73333,0.36398,1.70342,0.39542,11.10454,1.35289,0.30745,0.36214,1.6581,1.4485,0.59809,7.48251,0.68655,0.27019,1.74837,0.38059,0.16442,0.08427,12.90676,0.88565,0.05283,1.74811,0.98343,0.68716,0.16591,1.26825,2.00114,0.02193,0.03176,0.12545,0.1115
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis",0.1382,3.81381,0.08272,0.04551,0.77845,1.71162,0.21283,0,0,0.19439,0.00849,0.00675,0.06279,0.01628,0.36605,0.22777,0.10771,0,0.09514,0,0.60028,0.22875,0.01431,0.32118,0.77972,0.19537,0.19191,0.19284,0.24363,0.00792,0,2.38708,0,0,0.05757,5.21418,0.05484,0.15195,0,0.69588,0.57364,0.00094,0,0.0674,0,0.73113,0.07015,0.38364,0,0.21754,0.38302,1.67278,0.8599,4.09606,0.03611,0.17886,0,0.12945,0,0.02668,0,0.91031,0,0,0.01092,0.07672,0,0.76076,0.12204,0.38022,0.69386,0,0,0.05671,0.09745,0.63271,0.08568,0.34241,2.04258,0.24334,0,0,0,0,0,0.04293,0.33698,0,0.10617,0.09118,0,0,0,0,0.09956,0,0.01776,1.70444,0.0656,0.25257,0.68332,0.00573,0.00631,0,0,1.58167,1.11188,0.15578,0.04601,0,0.06032,0.14191,0.00408,0.42841,0.13081,0.02239,0.05855,0.07616,0,0.00084,0,0,0.09059,0.01887,0,0.07069,0.4329,0.06351,0,0,0.02595,0.14436,0,0,0,0.29198,0.01288,0,0,0.0128,0.70738,0.22542,0,0.11006,0.1635,0.50615,0.37984,0,1.71431,0.20075,1.42016,0.19785,0.23309,0,0.0375,0.72121,0,0,0.19833,0,0.86416,1.72178,0.18975,0.13037,0.01806,0.72736,0.43152,0,0.03557,0,0.40552,0.12129,0.40213,0.88781,0.55269,0.05354,0,0,0.0107,0.24637,0.41127,3.26892,17.22168,0,0.24016,0,1.04496,0.19295,0,1.12945,0.07428,0,1.15754,0,0,0,0.05909,0.34222,0.96895,0,0.50507,4.82962,0.02834,0.00623,0.16961,0.03981,0.12882,0,0.02254,0,1.15624,0.15263,0,0.55721,2.9835,0,0.06488,0.15941,0,0.14453,0,0.06633,0.08977,0.07413,0.14965,0,0.1587,0.06559,0,0,0,0.09517,0,3.04827,0.57035,0.1323,0.02358,0.08051,0.00189,1.24206,0.63948,0,0,0.4518,1.3631,0.34391,0,1.50127,1.03353,0.03124,0,0.03572,0.12204,0.00993,0.07746,0.01532,0.04094,0.26047,0.10553,0,0,0,0.03431,0.79306,0.07571,0,0.06341,0.32049,0.25058,0.24743,0.91509,0.28954,0.32306,0.32443,2.22133,0.30702,0.06016,0.09283
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_pectinoschiza",0.2103,0,0.18841,0.03677,0,0.2751,0.12263,0,0,0,0,0,0.02336,0.32547,0.05895,7.78952,0,0,0.00379,0.03091,0.20395,0,0.20738,0,0,0.02393,0.01097,0.43521,0.08206,1.17331,0,0,2.42609,0,0,0.21676,0.03662,0,0.08724,0,0.01565,0.15745,0.28283,0,0.10121,0.29324,0,0,0.95214,0,0,1.14454,0.01277,0,0.07027,0,0.01735,0.05786,0,0,0,0.03078,0.02067,0,12.85462,0.0206,0.53537,0.17796,0,0.26103,0.64433,0,0.04319,0.00657,0,0.01872,0,0,0,0,0,0.10091,0,0,0.6078,0,0,0,0,0.0265,0.24261,0,0,0,0,0,1.48136,0.00684,0.50963,0,0,0.43144,0.01237,0.06987,0.06312,0,0.78922,0,0.01394,0,0,1.23726,0.00433,0.10398,0,0.00863,0,0.17316,0,0.10525,0,0.00216,0,4.55207,0,0,0,0,0.9384,0,0,0.03294,0,0,0,0,0,0.4785,0,0,0.07918,0.00203,0,0.01872,0.01366,0.60852,0.00498,0,0.04722,0.07189,0.05156,0.08976,0.55977,0.00029,0.17175,0.11503,0,0,0.00687,0,0,0.00556,0.10646,0.01411,1.86366,0,0,0,0,0.16745,0.00628,0.04116,0.00023,0,0,0.20661,0,0,0,3.7323,0.00065,0,0,0,0.01458,0.4175,4.17283,3.65349,0.00129,0,9.84196,0,0,0,0,0,2.84613,0.79288,0.00418,2.7424,0,0,0,0,2.75872,4.26049,0.00397,0.0028,0,0,0,0,0,8.37219,0.02101,0,0,27.78884,0,0,0,0.09,0,0.08164,0,0.00126,27.65163,0,0,0,0,0,0,0.02283,8.21382,0.90817,0,3.09155,16.30198,0.01063,0.00018,21.56786,0.12098,0.00954,0.00049,0,0,0,2.72852,6.10354,1.82262,0,0,0.00346,0.00647,0.05074,5.54759,0.00195,0,0.77453,0.44246,0,0.78957,0,0.01334,0,0.21115,0.83616,0.81561,1.5122,0.00136,0.12606,0,2.90683,0,0.23615,0.1482,0.00136
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis",0,0.31431,0.15183,0,0.06528,1.34897,0.26319,0,0.3367,0,2.21362,0.10861,0.36293,0.01244,0.11159,0,0,0,0.03045,0,0,0.01256,0,0.00472,0.0919,1.9035,0.71746,0,0.00574,0.17732,0,0.56606,0.00434,0,0.19422,0,0.02352,1.02204,0,0.00587,0,0,0.33688,0,0,0,0,0.01127,0,0.20123,0,0.53651,0,0,0.05481,0.00104,0.07391,0,0,0.03996,0,0,0.01228,0,0,0.10272,0,0,0,0.1611,0,0,0,0.00142,0,0.01532,0.11974,0,0.20229,0.11333,0,0,0,0,0,0,0,0.0546,0,0,0,0,0,0,0,0.04026,0,0.76403,1.49301,0.01534,0.02275,0,0.01282,1.20661,0,3.07735,0,0.00618,0,0,0.53077,0.15141,0,0.10041,1.39973,0.04752,0.01001,0.16638,0,0.04016,0,0,0.00407,0,0,0.1205,0.06749,0.12591,0,0.00225,0.00264,0,0,0,0,0.00524,0,0,0,0.4387,0.17723,0,0,0.25976,0,1.32811,0,0,0,0,0.87414,0.07732,0.24491,0.28686,0.14926,0,0,0,0.23511,0.21838,0.11233,0.30207,1.48423,0,0,0.43938,0.03539,0.66951,0.43149,0.30301,0,1.10428,0.26118,0.36969,0.00126,0.00262,0,0,0,1.13242,1.34112,0,0,0,0,0,0.00998,0,0,0,0,0,2.1609,0,0,0,8e-04,0.00354,0,0.19099,0,1.24197,0,0,0,0.15771,0.58233,0.90763,0,0,0,0,0,0.44243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44412,0,0,1.22684,0,0,1.69102,0.01506,0,0.00178,0,0,4.85579,0,0.64059,0.10203,1.3213,1.56346,0,0.14567,0.91592,0,0,0,0,0,0,0,0,0,0.26155,0,0.19022,0,0,0,0,0,0.41589,0,0.20679,0.01778,0.3698,0.57876
