,Adlercreutzia_26dap_M,Adlercreutzia_cgly,Adlercreutzia_co2,Adlercreutzia_glu_L,Adlercreutzia_mg2,Adlercreutzia_ser_L,Blautia_26dap_M,Blautia_cgly,Blautia_co2,Blautia_glu_L,Blautia_mg2,Blautia_ser_L,Butyricimonas_26dap_M,Butyricimonas_cgly,Butyricimonas_glu_L,Butyricimonas_mg2,Butyricimonas_ocdca,Butyricimonas_ser_L,Enterobacter_26dap_M,Enterobacter_cgly,Enterobacter_co2,Enterobacter_dgsn,Enterobacter_kestopt,Enterobacter_mg2,Enterobacter_ocdca,Faecalibacterium_26dap_M,Faecalibacterium_glu_L,Faecalibacterium_mg2,Faecalibacterium_ocdca,Faecalibacterium_ser_L,Roseburia_26dap_M,Roseburia_co2,Roseburia_mg2,Roseburia_ocdca,Roseburia_ser_L,Collinsella_26dap_M,Collinsella_amylopect900,Collinsella_cgly,Collinsella_co2,Collinsella_dgsn,Collinsella_glu_L,Collinsella_mg2,Collinsella_ser_L,Fusobacterium_26dap_M,Fusobacterium_cgly,Fusobacterium_mg2,Fusobacterium_pydx5p,Fusobacterium_ser_L,Roseburia_glu_L,Veillonella_26dap_M,Veillonella_cgly,Veillonella_mg2,Veillonella_ocdca,Veillonella_ser_L,Dialister_26dap_M,Dialister_cgly,Dialister_co2,Dialister_mg2,Dialister_ocdca,Dialister_ser_L,Actinomyces_26dap_M,Actinomyces_cgly,Actinomyces_mg2,Actinomyces_ocdca,Actinomyces_ser_L,Roseburia_amylopect900,Roseburia_cgly,Roseburia_kestopt,Roseburia_melib,Rothia_26dap_M,Rothia_cgly,Rothia_mg2,Rothia_ser_L,Faecalibacterium_co2,Veillonella_glu_L,Dialister_glu_L,Fusobacterium_glu_L,Turicibacter_26dap_M,Turicibacter_cellb,Turicibacter_cgly,Turicibacter_co2,Turicibacter_glu_L,Turicibacter_mg2,Turicibacter_ser_L,Faecalibacterium_kestopt,Turicibacter_dgsn,Faecalibacterium_cgly,Methanobrevibacter_cgly,Methanobrevibacter_co2,Methanobrevibacter_glu_L,Methanobrevibacter_mg2,Methanobrevibacter_ser_L,Enterobacter_ser_L,Faecalibacterium_cellb,Actinomyces_glu_L,Collinsella_cellb,Faecalibacterium_melib,Rothia_glu_L,Enterobacter_glu_L,Parvimonas_26dap_M,Parvimonas_cgly,Parvimonas_co2,Parvimonas_dgsn,Parvimonas_glu_L,Sutterella_26dap_M,Sutterella_cgly,Sutterella_co2,Sutterella_glu_L,Sutterella_mg2,Sutterella_ocdca,Bulleidia_26dap_M,Bulleidia_cgly,Bulleidia_co2,Bulleidia_dgsn,Bulleidia_mg2,Bulleidia_ocdca,Bulleidia_ser_L,Parvimonas_mg2,Parvimonas_pydxn,Sutterella_ser_L,Blautia_cellb,Mobiluncus_26dap_M,Mobiluncus_cgly,Mobiluncus_co2,Mobiluncus_mg2,Mobiluncus_ocdca,Mobiluncus_ser_L,Actinomyces_cellb,Actinomyces_co2,Actinomyces_pydxn,Adlercreutzia_ocdca,Blautia_4hphac,Blautia_melib,Blautia_ocdca,Blautia_pydxn,Collinsella_ocdca,Collinsella_pydxn,Enterobacter_cellb,Enterobacter_pydxn,Faecalibacterium_pydxn,Fusobacterium_cellb,Fusobacterium_co2,Fusobacterium_dgsn,Fusobacterium_melib,Fusobacterium_pydxn,Rothia_co2,Rothia_ocdca,Sutterella_dgsn,Turicibacter_ocdca,Veillonella_pydxn,Selenomonas_26dap_M,Selenomonas_co2,Selenomonas_mg2,Selenomonas_ocdca,Actinomyces_melib,Bulleidia_cellb,Bulleidia_pydxn,Butyricimonas_co2,Butyricimonas_pydxn,Enterobacter_melib,Fusobacterium_ocdca,Roseburia_cellb,Turicibacter_melib,Veillonella_co2,Dialister_pydxn,Rothia_pydxn
CON_096,0,0,0,0,0,0,-5.29205653062209e-05,-0.000175616895074482,0.000347060657300768,-0.000455379734166758,-7.53676109485505e-06,-9.54159314627809e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000354150837793373,-0.00276336615386058,-7.33673547071748e-05,-0.000383395350121166,-0.00217798236279034,-0.00203966722294024,0.00159046857431766,-4.08060547259941e-05,-0.000118990826253822,-0.00126618562792966,-4.20538087408149e-05,-1.7707576076667e-07,-1.64359391825732e-06,0.000427670654048203,-0.000119164481905091,-0.000266518368405109,-9.02199477844876e-06,-0.000192456946272475,-8.83869533254404e-06,-5.75388864734299e-06,-2.72967853901089e-07,-2.72967853901089e-07,-7.20417303745225e-06,-0.000801377496361162,-2.79827517035669e-09,-1.49831949792376e-08,-1.42965031634561e-09,-1.21724411888476e-08,-5.32526303382118e-08,-0.00272847980673008,-0.000239849186272549,0.00813490294320674,-9.01987628422956e-06,-0.000248134713836851,-0.000761715079919054,-6.87307101198458e-10,-2.32476073621582e-09,0,-3.93354231607293e-09,-6.11828892434652e-09,0,0,0,0,0,0,0,0,0,0,-0.00122500284084754,-6.93760910174731e-06,-1.41949585540006e-08,-3.91097754570463e-08,-4.84893677381502e-08,6.77443060205963e-08,-1.38539185877818e-07,-1.75741430420467e-09,-4.82418597846338e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CON_098,-6.54175408814245e-06,-1.8002918095509e-06,0.000898284681290157,2.06952923433589e-05,-6.52487559516094e-08,-6.3858861573257e-06,-1.38088898796597e-06,-4.58248008323184e-06,1.68521072704696e-05,-1.18825045918364e-05,-1.96661361053002e-07,0,-3.76637161260769e-07,-2.0594079268334e-06,-1.47437476803771e-05,-1.37913313466004e-07,-3.83409678082483e-06,-1.28565069401771e-05,0,0,0,0,0,0,0,-0.000103937747781436,-0.00081100487045944,-2.1532174416017e-05,-0.000112520556070854,-0.000639203857053119,-0.00128126388839406,0.000999089423499745,-2.56332620146143e-05,-7.47468248812766e-05,-0.000795383630635198,-8.63543490751662e-06,-3.63611822944232e-08,-3.37499710976863e-07,8.7818968256827e-05,-2.44695345699007e-05,-5.47275524127773e-05,-1.85259910999775e-06,-3.95195936301103e-05,0,0,0,0,0,-0.000503403709934148,-5.77989880052213e-09,-3.09481181857627e-08,-2.95297411639428e-09,-2.51424445215937e-08,-1.09994477125438e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRC_MR_SBJ34H_17,-9.48328001030738e-07,-2.6098002309778e-07,0.000130220198541019,3.00010134197771e-06,-9.45881203536686e-09,-9.25732544022629e-07,-6.85506319757005e-06,-2.27485271053045e-05,4.4956487622919e-05,-5.89875946816241e-05,-9.76274030922821e-07,-1.2359698662469e-05,-1.87476926358138e-09,-1.02510189633942e-08,-7.33892664458269e-08,-6.86484680001384e-10,-1.90848050527601e-08,-6.39952360722493e-08,0,0,0,0,0,0,0,-0.000602589187321146,-0.00470187950225079,-0.000124834872407369,-0.000652348851951644,-0.00370584644150791,-0.00463851636884251,0.00807177402435379,-9.27992324755579e-05,-0.000270603404865628,-0.00287950048669136,-4.07173074120988e-06,-1.71326218109873e-08,-1.59135928074425e-07,4.12487603206031e-05,-1.15377346014892e-05,-2.58048216374505e-05,-8.73526907226169e-07,-1.86340521337005e-05,0,0,0,0,0,-0.00182245544404779,0,0,0,0,0,0,0,0,0,0,0,-2.32467545675315e-09,-7.86302690148375e-09,-3.72194108794026e-10,-1.33044009938642e-08,-2.06938587931833e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRC_MR_SBJ60H_17,-5.82680110696367e-07,-1.60353663060536e-07,8.0011050626274e-05,1.84334890475013e-06,-5.81176727654703e-09,-5.6879680937403e-07,-3.86817983962663e-05,-0.000128365547324394,0.000472065330138344,-0.000430535516299806,-5.50892590706578e-06,0,-7.66805375007554e-09,-4.19280206536938e-08,-3.00171786852427e-07,-2.80781295443161e-09,-7.80593717835531e-08,-2.61748962650133e-07,0,0,0,0,0,0,0,-0.000634062194964362,-0.00494745690826048,-0.000131354951054786,-0.000686420788248394,-0.00389940141367173,-0.000321369589419398,0.00061724145898267,-6.42939441572937e-06,-1.87481725194082e-05,-0.000199499972740611,-2.18822289551082e-05,-9.20738567692968e-08,-4.26779893885459e-05,0.000222106027960889,-6.20059051591514e-05,-0.000138679851666379,-4.69449406094343e-06,-0.000100142819127057,0,0,0,0,0,0,0,0,0,0,0,-1.44358681974538e-08,-2.25085479878764e-09,7.00252403381674e-08,0,-2.32860999057473e-09,-7.14828375943065e-09,-3.32363983145537e-08,-1.12419431837928e-07,-5.32134135725172e-09,-1.9028603282545e-07,-3.0083992853353e-07,0,0,0,0,-1.18015365469284e-09,-8.31268347115294e-09,-5.88923321961646e-10,-2.55028390742478e-08,0,0,0,0,-4.1330343305372e-09,0,-1.41182674655528e-08,1.97245762582819e-08,-4.03373640845412e-08,-5.11692487485843e-10,-1.40462025232655e-07,-0.00209306941816412,-2.41839766998436e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRC_MR_SBJ73H_17,-1.73195759280539e-07,-4.76635016664529e-08,2.37824741391805e-05,5.4791678541352e-07,-1.72748893903446e-09,-1.69069088625916e-07,-4.61304605886094e-05,-0.000153083932683822,0.000327380362620992,-7.85213954665631e-05,-6.56973822256404e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228769794484539,-0.0268620883104542,-0.000620014505112993,-0.0032400061201164,-0.0237455301395834,-0.0104307707388775,0.0180809104966139,-0.000208680414539074,-0.000608513984400869,-0.00647521902065825,-0.000200535294662834,-1.87244023851604e-06,-0.000391113866654405,0.00198050946013805,-0.000568240670885745,-0.00127090366227173,-4.30217484578714e-05,-0.000917738763414373,0,0,0,0,0,-0.00409821016184649,-8.35683749096195e-10,-4.47461803840134e-09,-4.26954271301337e-10,-3.6352076436616e-09,-1.59034959255269e-08,-0.000270008315804967,-4.3858960988008e-05,0.00121070116908345,-1.64937979659079e-06,-4.53740573527497e-05,-0.00013928766027242,-5.47724623571911e-08,-1.8526342837405e-07,-8.76939090756433e-09,-3.11864593472732e-07,-4.87574985352037e-07,0,0,0,0,-2.59313022004987e-09,-1.82653086172631e-08,-1.29403053356504e-09,-5.603692573211e-08,-0.174732916926306,0,-0.000246723034833742,0,-2.6752651359947e-08,0,-9.13859061178725e-08,1.27674892018603e-07,-2.61099074391845e-07,-3.31212606197577e-09,-9.09194381134717e-07,-0.002821167,-1.56540073322813e-07,-0.00672395943508442,-6.17333029683848e-09,2.35165305662565e-07,-5.20963911384064e-08,-2.94994635323943e-10,-1.29163042622261e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRC_MR_SBJ75H_17,0,0,0,0,0,0,-0.00491807516521697,-0.00127748538465867,0.00149331591001956,-0.00661167823515564,-5.48244640258444e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00117633408317695,-0.0171810517772533,-0.000243694241900782,0,-0.00723430417917956,-0.00591778232575698,0.0102580044417671,-0.000118392523410391,-0.000345233673715176,-0.00367364384043404,-0.000382860240179226,-1.67067211751581e-06,-0.000746711192044757,0.00376620806201124,-0.00108488014591499,-0.00242639821683316,-8.21367479236243e-05,-0.00178206560695911,0,0,0,0,0,-0.00232507417430045,-1.14038044114422e-09,-6.10609802823466e-09,-5.82625066936636e-10,-4.96063217791792e-09,-2.1702032280635e-08,-6.6634817185283e-05,-7.69236518338826e-06,0.000228933525230053,-2.89282541940472e-07,-7.95809593174784e-06,-2.44294785881529e-05,-4.42314233986559e-09,-1.49609215800088e-08,-7.08170904662416e-10,-2.53141827482027e-08,-3.9374047993422e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00280161197495938,0,-0.00264282558487222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRC_MR_SBJ77H_17,-4.60929044670708e-07,-1.26847749506344e-07,6.3292733785255e-05,1.45818097110925e-06,-4.59739793662397e-09,-4.49946660515304e-07,-0.00403791144232797,-0.000943272477228184,0.00501604473083922,-0.00350980976073576,-4.04814087232655e-05,0,-4.17499805940006e-07,-2.28284008653346e-06,-1.63433469357607e-05,-1.5287599719544e-07,-4.25007096111072e-06,-1.42513530386184e-05,0,0,0,0,0,0,0,-8.84480588367633e-05,-0.000690142013180221,-1.83232662847008e-05,-9.57517838911431e-05,-0.000543944250901097,-1.65250793358549e-07,5.34644477223007e-07,-3.30604563404334e-09,-9.64045910022915e-09,-1.02584469270896e-07,-0.000199117942074803,-8.37828583020688e-07,-0.000388349534061236,0.00195872937441128,-0.000564224433310916,-0.00126192111085659,-4.27176773634494e-05,-0.000911252327130684,0,0,0,0,0,0,-2.43282110125471e-09,-1.30263932924998e-08,-1.24293832638973e-09,-1.05827232760085e-08,-4.62978495312184e-08,0,0,0,0,0,0,-4.95081146856745e-09,-1.67457197728112e-08,-7.92653811953746e-10,-2.8334097489393e-08,-4.40712673008127e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRC_MR_SBJ81H_17,0,0,0,0,0,0,-1.95441736419767e-05,-6.4857339900657e-05,0.000128173493826744,-8.72249888822009e-05,-2.78341258608261e-06,-6.09765721140606e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000189007164849387,-0.00147478403675745,-3.91555072751036e-05,-0.000204614702013267,-0.00116236989314465,-7.44526138869988e-07,2.40880409833398e-06,-1.48951623215607e-08,-4.34344286339025e-08,-4.62187304895843e-07,-6.52555465001277e-05,-2.74575768957594e-07,-0.000127271107837764,0.000659797593933807,-0.000184909372609912,-0.00041356068102622,-1.39995690620427e-05,-0.000298638424979738,0,0,0,0,0,0,0,0,0,0,0,-9.27224748887689e-07,-1.44573796812349e-07,4.49776452654289e-06,-5.43690717260513e-09,-1.49568060904633e-07,-4.59138690043257e-07,-2.44806715782457e-09,-8.28038936045664e-09,-3.91949840321815e-10,-1.40105867393196e-08,-2.17922703717995e-08,0,0,0,0,0,0,0,0,0,0,0,0,-5.23832828513832e-10,-1.44325777509449e-09,-1.78939040635408e-09,2.49995033824707e-09,-5.11247520183339e-09,0,-1.78025668533074e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1F413846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252964667794513,-0.0165839448152502,-0.000545584453166128,-0.00285105743933598,-0.0161962131679832,-0.000155325654515209,0.000324213860657521,-3.10748100828023e-06,-9.06144284778849e-06,-9.6423136668548e-05,-9.65183572893004e-07,-4.06120300765344e-09,-1.88244508209985e-06,9.77781400442441e-06,-2.73496275012714e-06,-6.11690495489405e-06,-2.07065219907985e-07,-4.41710961725711e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.289980651453431,0,0,0,0,0,0,0,0,0,0,-0.002821167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1F512951,0,0,0,0,0,0,-9.80080983682477e-10,-3.25239872778963e-09,1.19607224148358e-08,-8.61657801672266e-09,0,-7.30029959034997e-09,-1.60450702272465e-09,-8.77325665422376e-09,-6.28096458014223e-08,-5.87522694900042e-10,-1.63335853266484e-08,-5.4769836317187e-08,0,0,0,0,0,0,0,-2.97181938311766e-06,-2.31884954723318e-05,-6.15654414840214e-07,-3.21722162225133e-06,-1.8276309162948e-05,-2.13942463219477e-05,6.90650647962909e-05,-4.28018245533367e-07,-1.24810509199468e-06,-1.32811308180887e-05,-5.69454163313243e-08,0,-1.11063451483869e-07,5.76886827469787e-07,-1.61361627809137e-07,-3.60894765615947e-07,-1.22167590565744e-08,-2.60607570621891e-07,0,0,0,0,0,0,0,0,0,0,0,-0.000106089917827426,-8.96007598858149e-06,0.000293600502443375,-3.36956644174159e-07,-9.26959947596692e-06,-2.84554853147079e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3927987110037e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1F513817,0,0,0,0,0,0,-1.36892553290162e-08,0,3.18980340164071e-07,-1.35922055738457e-07,-1.9495756778913e-09,-8.67425653265892e-08,-7.11084019358699e-08,-3.88812421272992e-07,-2.78359239058534e-06,-2.6037779419908e-08,-7.23870406306387e-07,-2.42728481685973e-06,0,0,0,0,0,0,0,-4.44248426266843e-07,-3.46637910755943e-06,-9.2032344384965e-08,-4.80932875919742e-07,-2.73207101001146e-06,-6.62092542578561e-05,0.000213733592533566,-1.32459767075077e-06,-3.86253884025008e-06,-4.1101413620007e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08205330036164e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1F513818,0,0,0,0,0,0,-4.60577891931674e-09,-1.52842772659276e-08,5.6208052268359e-08,-4.04926266776027e-08,-6.55938861759088e-10,-3.43069261803204e-08,0,0,0,0,0,0,-2.65823548197942e-05,-8.18786092834e-05,0.000622386301555414,-1.71903832792638e-05,-0.000122967313599242,-3.18842778757221e-06,-8.16559417096653e-05,-0.0450872782225121,-0.0168783538139613,-0.00112394130558033,-0.00587337341094663,-0.0622307762896243,-4.60331647859531e-05,0.000148604604288328,-9.20950153211019e-07,-2.68549901246288e-06,-2.85764908140601e-05,-6.29058477887374e-05,-2.64688941475467e-07,-0.000122688374658401,0.000636039834794642,-0.000178251221114014,-0.000398669333831892,-1.349547751505e-05,-0.000287885157863277,0,0,0,0,0,0,0,0,0,0,0,-0.00478857740868496,-0.000405943631184636,0.0113227719048591,-1.52660986203871e-05,-0.000419966848015196,-0.00128919922671351,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.255739367048036,0,0,0,0,0,0,0,0,0,0,-0.0026981825350195,0,-0.0121889660384004,0,0,0,0,0,-0.000220433511268866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1F613739,-1.27292996862005e-07,-3.50310538390977e-08,1.74793102241365e-05,4.02700215848299e-07,-1.26964565996952e-09,-1.24260034179365e-07,-6.20698004078803e-08,-2.05978631604742e-07,7.57488070254641e-07,-5.45699066303103e-07,-8.83976303300259e-09,-4.62337445614143e-07,-1.79837728896898e-08,-9.83331658496558e-08,-7.03988445906865e-07,-6.58512213594351e-09,-1.83071488518642e-07,-6.1387596537981e-07,0,0,0,0,0,0,0,-0.00192336641097864,-0.0174326464912228,-0.000398452553678459,-0.00208219114528449,-0.0118284574629155,-5.99279059633104e-05,0.000125088529735345,-1.19893156238885e-06,-3.49609532674468e-06,-3.72020751175677e-05,-5.42075090405132e-08,0,-1.05723575982897e-07,5.49150395766265e-07,-1.53603441010303e-07,-3.43543124805272e-07,-1.16293833581255e-08,-2.480776882606e-07,0,0,0,0,0,0,-5.81461837204791e-09,-3.11340220294154e-08,-2.97071248856763e-09,-2.52934739653656e-08,-1.10655208610157e-07,-0.000198826797282396,-2.2952690463411e-05,0.000683098139002209,-8.63169192222846e-07,-2.37455851672246e-05,-7.28933490348699e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002821167,0,0,0,0,0,0,0,0,-0.00207409834471646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1M213648,0,0,0,0,0,0,-2.94861369916765e-05,0,0.00281431333307831,0,-4.19931209786813e-06,0,0,0,0,0,0,0,-2.36628204659254e-06,-7.28858991089093e-06,5.90452098743003e-05,-1.53023671542736e-06,-9.12461177935964e-06,-2.83824344447122e-07,-7.26876870672529e-06,-0.000138391605509043,-0.00107984123664629,-2.86697783157619e-05,-0.000149819490414213,-0.000851090676037852,-5.07350270609928e-07,1.81686756811545e-06,-1.01501669855305e-08,-2.95979791315911e-08,-3.14953152037456e-07,-2.28947863310715e-08,0,-8.94799607937265e-10,2.31936150493385e-07,-6.48751072295155e-08,-1.45096990751724e-07,-4.91172259819966e-09,-1.04776732352482e-07,0,0,0,0,0,-1.79035658227435e-07,-7.56836828698176e-06,-4.05243697688502e-05,-3.86671054738494e-06,-3.29222511226734e-05,-0.000144029980653658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1M313811,0,0,0,0,0,0,0,0,0,0,0,0,-4.82102532601046e-10,-2.63608023664357e-09,-1.88722697275707e-08,0,-4.90771479395627e-09,-1.64565666741815e-08,0,0,0,0,0,0,0,-1.22646756585186e-05,-9.56987418524811e-05,-2.54080101860999e-06,-1.32774488054826e-05,-7.542618686443e-05,-3.3314027190594e-06,1.07544589882718e-05,-6.66488141493493e-08,-1.94348547482014e-07,-2.06806982839003e-06,-3.57043913615437e-07,0,-6.96360338235441e-07,3.63099582729697e-06,-1.01172650604786e-06,-2.26278580121581e-06,-7.65982540170977e-08,-1.63399186321284e-06,0,0,0,0,0,0,0,0,0,0,0,-0.000684636730973762,-5.80521817177556e-05,0.00185919942758915,-2.1831364336119e-06,-6.00575791896645e-05,-0.000184362611038287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1M412743,0,0,0,0,0,0,-6.7118868525822e-09,-2.22733964068816e-08,8.19105939816203e-08,-5.77555669143042e-08,-9.55883358594135e-10,-4.99946286645386e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000583317651143301,-0.0045515076687728,-0.000120842501136072,-0.000631485941090514,-0.00358732895850337,-0.000525247679668625,0.00040957167858096,-1.05082266951187e-05,-3.06420844972826e-05,-0.000326063514488951,-1.70703813997949e-06,0,-3.32932059953066e-06,1.73599048378634e-05,-4.83709613073552e-06,-1.08184498264262e-05,-3.66218652879369e-07,-7.81216630379181e-06,0,0,0,0,0,-0.000206367816165414,0,0,0,0,0,-2.59633196025062e-06,-3.52134013036367e-07,1.11578199263706e-05,-1.3242509938925e-08,-3.64298390646662e-07,-1.11831018504027e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H1M412809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000641255654104016,-0.00500358599054519,-0.000132845177850688,-0.000694208257572523,-0.0039436402674642,-4.19034649334286e-07,1.35273076567663e-06,-8.38330421772121e-09,-2.4445791250884e-08,-2.60128536961424e-07,-7.10340618487967e-08,0,-1.38541231061407e-07,7.19612169376729e-07,-2.01283484927507e-07,-4.50182345713548e-07,-1.5239260230664e-08,-3.25083483139574e-07,0,0,0,0,0,0,0,0,0,0,0,-0.0205182435976688,-0.00151154240213963,0.0452454892699269,-5.68437428433629e-05,-0.0015637582400675,-0.00480036918006673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000689364821026207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
